Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
FX.OWN.TOTL.PL.ZS,CC BY-4.0,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+).","Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex",Financial Sector: Access,WB_WDI,Weighted average,Triennial,2011-2024,Weighted average,"Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+). This assessment is conducted triennially 
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+). This assessment is conducted triennially","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families (see, for example, Agarwal, 2010; Hannig and Stefan, 2010; Sarma and Pais, 2011; Kumar, 2013; Ghosh and Dixit, 2014; Talledo, 2015; Aparicio et al., 2016; Schmied and Marr, 2016; among others). In addition, nowadays, financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that it offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination.",,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",https://datacatalog.worldbank.org/public-licenses#cc-by
FX.OWN.TOTL.60.ZS,CC BY-4.0,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).","Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex",Financial Sector: Access,WB_WDI,Weighted average,Triennial,2011-2024,Weighted average,"Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for  Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda(GPFI, 2011).

 Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families (see, for example, Agarwal, 2010; Hannig and Stefan, 2010; Sarma and Pais, 2011; Kumar, 2013; Ghosh and Dixit, 2014; Talledo, 2015; Aparicio et al., 2016; Schmied and Marr, 2016; among others). 

Financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination. https://www.sciencedirect.com/science/article/pii/S2110701724000027",,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",https://datacatalog.worldbank.org/public-licenses#cc-by
FX.OWN.TOTL.SO.ZS,CC BY-4.0,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (secondary education or more, % of population ages 15+).","Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex",Financial Sector: Access,WB_WDI,Weighted average,Triennial,2011-2024,Weighted average,"Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (secondary education or more, % of population ages 15+). This assessment is conducted triennially
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (secondary education or more, % of population ages 15+). This assessment is conducted triennially","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families (see, for example, Agarwal, 2010; Hannig and Stefan, 2010; Sarma and Pais, 2011; Kumar, 2013; Ghosh and Dixit, 2014; Talledo, 2015; Aparicio et al., 2016; Schmied and Marr, 2016; among others). In addition, nowadays, financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination. https://www.sciencedirect.com/science/article/pii/S2110701724000027",,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",https://datacatalog.worldbank.org/public-licenses#cc-by
FX.OWN.TOTL.YG.ZS,CC BY-4.0,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (young adults, % of population ages 15-24).","Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex",Financial Sector: Access,WB_WDI,,Triennial,2011-2024,Weighted average,"Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (young adults, % of population ages 15-24).  This assessment is conducted triennially.
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (young adults, % of population ages 15-24).  This assessment is conducted triennially.","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families (see, for example, Agarwal, 2010; Hannig and Stefan, 2010; Sarma and Pais, 2011; Kumar, 2013; Ghosh and Dixit, 2014; Talledo, 2015; Aparicio et al., 2016; Schmied and Marr, 2016; among others). In addition, nowadays, financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination (Levine et al., 2000; Honohan, 2004; DFID, 2004; Levine, 2004; Andrianova and Demetriades, 2008). https://www.sciencedirect.com/science/article/pii/S2110701724000027",,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",https://datacatalog.worldbank.org/public-licenses#cc-by
SP.POP.DPND,CC BY-4.0,Age dependency ratio (% of working-age population),Age dependency ratio is the ratio of dependents--people younger than 15 or older than 64--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.,"World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health: Population: Dynamics,WB_WDI,Percentage,Annual,1960-2024,Weighted average,"Methodology: Age dependency ratio is calculated as 100 x (Population (0-14) + Population (65+)) / Population (15-64). Data are shown as the proportion of dependents per 100 working-age population.
Statistical concept(s): Dependency ratios capture variations in the proportions of children, elderly people, and working-age people in the population that imply the dependency burden that the working-age population bears in relation to children and the elderly. But dependency ratios show only the age composition of a population, not economic dependency. Some children and elderly people are part of the labor force, and many working-age people are not.



Age structure in the World Bank's population estimates is based on the age structure in United Nations Population Division's World Population Prospects.",Patterns of development in a country are partly determined by the age composition of its population. Different age groups have different impacts on both the environment and on infrastructure needs.  Therefore the age structure of a population is useful for analyzing resource use and formulating future policy and planning goals  with regards infrastructure and development.,"Because the five-year age group is the cohort unit and five-year period data are used in the United Nations Population Division's World Population Prospects, interpolations to obtain annual data or single age structure may not reflect actual events or age composition. For more information, see the original source.",Relevance to gender indicator: this indicator implies the dependency burden that the working-age population bears in relation to children and the elderly. Many times single or widowed women who are the sole caregiver of a household have a high dependency ratio.,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.POP.DPND.OL,CC BY-4.0,"Age dependency ratio, old (% of working-age population)","Age dependency ratio, old, is the ratio of older dependents--people older than 64--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health: Population: Dynamics,WB_WDI,Percentage,Annual,1960-2024,Weighted average,"Methodology: Age dependency ratio, old is calculated as 100 x (Population (65+)) / Population (15-64). Data are shown as the proportion of old dependents per 100 working-age population.
Statistical concept(s): Dependency ratios capture variations in the proportions of children, elderly people, and working-age people in the population that imply the dependency burden that the working-age population bears in relation to children and the elderly. But dependency ratios show only the age composition of a population, not economic dependency. Some children and elderly people are part of the labor force, and many working-age people are not.



Age structure in the World Bank's population estimates is based on the age structure in United Nations Population Division's World Population Prospects.",Patterns of development in a country are partly determined by the age composition of its population. Different age groups have different impacts on both the environment and on infrastructure needs.  Therefore the age structure of a population is useful for analyzing resource use and formulating future policy and planning goals  with regards infrastructure and development.,"Because the five-year age group is the cohort unit and five-year period data are used in the United Nations Population Division's World Population Prospects, interpolations to obtain annual data or single age structure may not reflect actual events or age composition. For more information, see the original source.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.POP.DPND.YG,CC BY-4.0,"Age dependency ratio, young (% of working-age population)","Age dependency ratio, young, is the ratio of younger dependents--people younger than 15--to the working-age population--those ages 15-64. Data are shown as the proportion of dependents per 100 working-age population.","World Population Prospects, United Nations (UN), publisher: UN Population Division;
Staff estimates, World Bank (WB)",Health: Population: Dynamics,WB_WDI,Percentage,Annual,1960-2024,Weighted average,"Methodology: Age dependency ratio, young is calculated as 100 x (Population (0-14)) / Population (15-64). Data are shown as the proportion of young dependents per 100 working-age population.
Statistical concept(s): Dependency ratios capture variations in the proportions of children, elderly people, and working-age people in the population that imply the dependency burden that the working-age population bears in relation to children and the elderly. But dependency ratios show only the age composition of a population, not economic dependency. Some children and elderly people are part of the labor force, and many working-age people are not.



Age structure in the World Bank's population estimates is based on the age structure in United Nations Population Division's World Population Prospects.",Patterns of development in a country are partly determined by the age composition of its population. Different age groups have different impacts on both the environment and on infrastructure needs.  Therefore the age structure of a population is useful for analyzing resource use and formulating future policy and planning goals  with regards infrastructure and development.,"Because the five-year age group is the cohort unit and five-year period data are used in the United Nations Population Division's World Population Prospects, interpolations to obtain annual data or single age structure may not reflect actual events or age composition. For more information, see the original source.",,https://datacatalog.worldbank.org/public-licenses#cc-by
per_si_allsi.cov_q2_tot,CC BY-4.0,Coverage of social insurance programs in 2nd quintile (% of population),"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.",NA,WB_WDI,% of Total,Annual,1999-2023,Weighted average,"Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.","When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,https://datacatalog.worldbank.org/public-licenses#cc-by
per_si_allsi.cov_pop_tot,CC BY-4.0,Coverage of social insurance programs (% of population),"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.",NA,WB_WDI,% of Total,Annual,1999-2023,Weighted average,"Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.","When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,https://datacatalog.worldbank.org/public-licenses#cc-by
per_si_allsi.cov_q3_tot,CC BY-4.0,Coverage of social insurance programs in 3rd quintile (% of population),"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.",NA,WB_WDI,% of Total,Annual,1999-2023,Weighted average,"Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.","When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,https://datacatalog.worldbank.org/public-licenses#cc-by
per_si_allsi.cov_q4_tot,CC BY-4.0,Coverage of social insurance programs in 4th quintile (% of population),"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.",NA,WB_WDI,% of Total,Annual,1999-2023,Weighted average,"Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.","When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,https://datacatalog.worldbank.org/public-licenses#cc-by
per_si_allsi.cov_q5_tot,CC BY-4.0,Coverage of social insurance programs in richest quintile (% of population),"Coverage of social insurance programs shows the percentage of population participating in programs that provide old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.",NA,WB_WDI,% of Total,Annual,1999-2023,Weighted average,"Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.","When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,https://datacatalog.worldbank.org/public-licenses#cc-by
per_allsp.cov_pop_tot,CC BY-4.0,Coverage of social protection and labor programs (% of population),"Coverage of social protection and labor programs (SPL) shows the percentage of population participating in social insurance, social safety net, and unemployment benefits and active labor market programs. Estimates include both direct and indirect beneficiaries.","ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, World Bank (WB), uri: datatopics.worldbank.org/aspire/, note: Data are based on national representative household surveys.",NA,WB_WDI,% of Total,Annual,1998-2023,Weighted average,"Methodology: ASPIRE performance indicators are generally based on national representative household surveys (except for Argentina where the survey is only urban representative) including household income expenditure/budget surveys, Living Standard Measurement Surveys (LSMS), Multiple Indicator Cluster Surveys (MICs), Surveys on Income and Living Conditions (SILCs), and Welfare Monitoring Surveys. Efforts are made to ensure that welfare aggregates (either income or consumption per capita) used to rank households are those harmonized by World Bank regional poverty teams and are up-to-date.
Statistical concept(s): Population Coverage Rate","By harmonizing survey data for 129 countries, ASPIRE aims to meet the increasing demand on comparable and up-to-date SPL data from policymakers, practitioners and other country stakeholders, World Bank staff, other development organizations, researchers and civil society.



In summary, ASPIRE indicators based on household surveys are useful for:



Benchmarking SPL programs and systems performance in terms of overall coverage, benefit incidence, adequacy of benefits, impact on poverty and inequality, benefit-cost ratios as well as programs overlaps and spending. These indicators are provided by program type, by extreme poor, poor and non-poor, by quintiles of (before and after-transfer) welfare distribution, and by urban/rural geographical areas.

Complementing administrative data on SPL programs and systems collected through countries’ Management Information Systems for a broader analysis.

Providing a description of country SPL systems based on nationally representative household surveys (with related caveats) and on information directly collected from beneficiaries.","When interpreting ASPIRE performance indicators based on household surveys, it is important to note that the extent to which information on specific transfers and programs is captured in the household surveys can vary a lot across countries. Moreover, household surveys do not capture the universe of social protection programs in the country, in best practice cases just the largest programs.  As a consequence, ASPIRE indicators are not fully comparable across program categories and countries; however, they provide approximate measures of social protection systems performance.  In addition, there may be cases where ASPIRE performance indicators differ from official WB country reports as ASPIRE indicators are based on a first level analysis of original survey data  and unified methodology that does not necessarily reflect country-specific knowledge and in depth country analysis relying on administrative program level data and/or imputations.",,https://datacatalog.worldbank.org/public-licenses#cc-by
